price,bedrooms,sqft_living,waterfront
430000,3,1440,0
472500,4,2960,0
680000,6,3180,0
1.65e+006,5,3310,0
810000,3,2390,0
605000,3,2460,0
522000,3,1630,0
759000,5,3490,0
411000,4,2500,0
286950,4,2080,0
440000,3,1290,0
149000,3,1700,0
284700,3,1700,0
374950,3,2540,0
816000,3,1180,0
533250,4,1520,0
689800,3,2390,0
775000,4,2740,0
702000,3,2190,0
160000,3,1350,0
255500,3,1350,0
949000,4,2980,0
169500,2,790,0
586000,4,2130,0
680000,4,2700,0
851500,3,3200,0
582500,2,1159,0
637000,4,3080,0
225000,3,1000,0
795000,3,2260,0
304999,4,2270,0
95000,1,760,0
240000,4,1420,0
772000,4,2500,0
245000,2,1450,0
430000,5,2500,0
799000,3,2210,0
880000,5,3020,0
750000,4,3290,0
2.89e+006,4,5780,0
532000,3,1820,0
525000,4,2500,0
239000,2,1210,0
460000,2,1090,0
540000,4,1330,0
475000,2,890,0
445000,3,1360,0
1.575e+006,5,4220,0
549950,4,3780,0
294950,4,2610,0
736000,3,1980,0
214946,3,1290,0
856000,5,3620,0
775000,2,2680,0
205000,3,1200,0
429592,2,1992,1
414250,4,1640,0
399950,4,1920,0
319990,3,1840,0
524000,3,1310,0
349950,2,1050,0
889000,4,2570,0
300000,3,930,0
395000,1,730,0
348000,2,1270,0
830000,2,1150,0
173000,2,820,0
585000,4,3000,0
576750,3,2220,0
495000,5,2500,0
216650,3,1540,0
615000,4,2750,0
675000,4,3130,0
510000,3,1430,0
630000,3,2680,0
359950,4,3010,0
265000,3,1530,0
210000,3,1240,0
367000,3,2260,0
1.075e+006,4,2820,0
756000,3,3560,0
203000,3,1630,0
535000,4,2880,0
525000,3,2200,0
347500,3,1620,0
620000,3,1480,0
645000,4,2250,0
2.2e+006,4,3540,0
280000,3,1790,0
432000,3,1400,0
790000,3,2390,0
635000,4,2400,0
442000,3,2050,0
490000,4,2640,0
250000,5,2320,0
1.325e+006,4,2440,0
120000,3,1260,0
2.95e+006,5,6240,0
325000,4,1930,0
210000,4,1200,0
215000,1,970,0
387000,3,1810,0
408000,3,1380,0
410000,3,1470,0
216000,3,1010,0
390000,3,1010,0
357000,3,1340,0
215000,3,970,0
265000,3,1122,0
589950,3,1670,0
440000,3,2840,0
248000,2,770,0
730000,3,2040,0
425000,4,3052,0
680000,3,2620,0
341500,5,3120,0
395000,2,1100,0
1.225e+006,4,3410,0
695500,5,2510,0
308000,3,1680,0
422500,3,1960,0
418000,2,1040,0
385000,5,1750,0
876650,3,2170,0
450000,3,1639,0
418800,4,2100,0
330000,2,880,0
550000,3,1940,0
270000,4,2490,0
978500,3,2060,0
975000,4,2720,0
455000,3,2180,0
1.415e+006,4,3600,0
220000,2,840,0
490000,3,2370,0
420000,4,2270,0
408500,4,2720,0
716000,3,1140,0
965000,4,2460,0
357823,3,1240,0
7.0625e+006,5,10040,1
425000,3,1670,0
711777,4,2220,0
335000,3,980,0
825000,4,1890,0
210000,2,1100,0
575000,2,2770,0
1.208e+006,4,4250,0
431500,2,1370,0
475000,3,1480,0
1.495e+006,4,3770,0
540000,6,2870,0
775000,3,3820,0
635000,3,1530,0
1.3e+006,3,4120,0
405000,3,1590,0
210000,3,1520,0
880000,4,2350,0
239000,4,1370,0
515000,3,1540,0
1.3799e+006,3,3786,1
215000,4,1500,0
315000,6,1750,0
442500,3,1800,0
311000,2,1180,0
425000,2,830,0
433500,3,1540,0
450000,3,1610,0
675000,3,1990,0
535000,3,2070,0
577000,3,1760,0
480000,3,1740,0
400000,3,1950,0
304000,3,1280,0
355000,3,1460,0
998000,4,3770,0
550000,4,2410,0
550000,4,2410,0
210000,3,1400,0
317000,3,2100,0
700000,4,5360,0
265000,3,1000,0
700000,4,3150,0
1.02e+006,5,4180,0
1.145e+006,4,2840,0
460000,4,2110,0
410000,2,1660,0
665000,4,2160,0
600000,4,2420,0
502000,4,1920,0
364950,4,2310,0
680000,3,2330,0
235500,5,2340,0
576000,4,2590,0
405000,2,1410,0
335000,3,2850,0
122000,2,730,0
432000,3,1470,0
375000,4,2330,0
276000,4,2460,0
450000,3,2080,0
210000,2,990,0
279000,3,1450,0
635000,3,1340,0
350000,3,2730,0
218000,3,1140,0
750000,4,1950,0
310597,4,2000,0
355000,3,900,0
735000,5,3390,0
155000,1,720,0
354000,3,940,0
415000,3,1770,0
202000,1,590,0
580000,3,1980,0
1.495e+006,4,3070,0
790000,4,3500,0
499900,3,2100,0
525000,4,2620,0
810000,4,2810,0
425000,4,2290,0
241250,3,1350,0
318700,4,2770,0
720000,4,2530,0
291000,3,1280,0
420000,3,1060,0
210000,2,1000,0
645000,3,3870,0
762000,5,3370,0
247500,4,2290,0
282500,3,1670,0
395000,3,1460,0
295000,3,1770,0
235000,2,820,0
770000,3,1900,0
559950,2,1870,0
639000,4,1840,0
314950,3,1590,0
525000,3,1640,0
2.4e+006,3,3000,1
820000,3,2160,0
1.385e+006,3,2490,0
521450,3,1290,0
760750,3,3190,0
759600,4,1540,0
346150,3,2140,0
390000,2,980,0
359950,5,2450,0
430000,3,1360,0
960000,4,4610,0
800000,7,7480,0
1.01e+006,3,2860,0
290000,3,1810,0
1.35e+006,4,2240,0
777000,3,3610,0
526000,2,1450,0
550000,3,1450,0
276000,3,1820,0
2.5e+006,5,5620,0
325000,3,2080,0
365000,3,1780,0
2.15e+006,8,4340,0
825050,4,2860,0
690000,3,2540,0
390000,4,1140,0
385000,3,1320,0
619000,3,2040,0
494000,4,1790,0
412450,3,1910,0
580000,3,1460,0
269900,3,1420,0
704300,4,1790,0
267000,3,1390,0
310000,4,1880,0
227064,3,1570,0
925000,3,2690,0
245000,3,1670,0
339888,3,1040,0
439000,4,1560,0
400000,2,1470,0
560000,3,2070,0
703011,2,1370,0
363000,2,1120,0
650000,4,2640,0
299950,3,1030,0
228950,3,1120,0
465000,4,1730,0
725000,3,2090,0
212500,3,920,0
526000,4,2970,0
383000,3,1720,0
244000,3,1460,0
565000,3,1540,0
373000,8,2850,0
300000,3,1310,0
405000,5,2430,0
979000,3,1700,0
324888,4,2160,0
445000,3,860,0
761000,3,2050,0
435000,4,1650,0
252000,3,1570,0
350000,3,1660,0
875000,3,1220,0
940000,3,1220,0
280000,3,1780,0
450000,3,2180,0
905000,3,3520,0
382450,3,2220,0
246700,3,1610,0
220000,3,1070,0
555750,3,1060,0
262500,3,1160,0
515000,2,910,0
499500,3,2970,0
135000,1,790,0
462500,2,1540,0
937500,4,3130,0
458000,3,1470,0
845000,4,3160,0
660000,3,2675,0
265000,3,1340,0
599999,9,3830,0
280000,3,1800,0
1.055e+006,3,2990,0
875000,4,3720,0
125000,3,920,0
634800,4,3280,0
269950,4,1440,0
359950,3,1940,0
417000,3,1590,0
389000,2,1340,0
1.038e+006,4,3770,0
698000,6,2680,0
685000,4,2820,0
198500,3,1520,0
350000,4,2560,0
649950,3,3310,0
441000,3,1540,0
462600,3,1430,0
365070,4,2506,0
550000,4,2250,0
470000,5,2740,0
340000,3,1540,0
910000,4,4190,0
405000,4,1690,0
661000,4,1990,0
635000,4,2410,0
282000,2,1150,0
235000,4,1720,0
277500,3,1260,0
346500,5,2020,0
480000,5,2240,0
360000,4,1930,0
245000,3,1820,0
625000,3,1560,0
750500,5,2170,0
525000,3,1600,0
740000,4,3760,0
523000,3,1240,0
292000,3,1090,0
625000,4,2740,0
700000,3,3110,0
399950,3,1610,0
545000,4,1880,0
339999,4,1740,0
1.21e+006,4,3270,0
545000,3,1990,0
260000,4,1960,0
526000,3,1680,0
701000,4,2910,0
290000,3,1500,0
330600,1,580,0
550500,3,2540,0
430000,2,950,0
4000000,4,7080,0
260600,2,810,0
825000,5,4080,0
378950,4,1820,0
435000,4,2650,0
631000,3,1670,0
415000,3,2480,0
222000,3,1240,0
245000,3,1390,0
720000,3,2880,0
215000,3,1060,0
579100,2,1070,0
522500,4,1640,0
489000,3,1510,0
240000,3,1230,0
420250,3,1510,0
523000,4,3180,0
628000,4,2260,0
320000,4,1920,0
359950,3,1980,0
232000,2,1200,0
810000,4,2020,0
245000,4,2010,0
273000,3,1930,0
1.191e+006,5,2710,0
438000,5,1950,0
400000,3,2110,0
340000,3,1250,0
552000,2,1380,0
790000,3,2050,0
360000,3,1800,0
235000,3,1310,0
775000,2,1010,0
489200,3,1850,0
341000,3,1750,0
335000,4,2154,0
393500,3,1230,0
360000,3,1960,0
400800,4,1070,0
585000,3,1450,0
1.6e+006,4,3680,0
2.8805e+006,4,5760,0
300000,3,1220,0
1.045e+006,4,2950,0
360000,3,1340,0
665900,4,2870,0
470000,4,2590,0
581000,4,2090,0
527000,6,3000,0
423000,4,1730,0
875000,4,2850,0
410000,3,1020,0
606000,3,2200,0
654000,3,3240,0
150000,3,490,0
373000,3,2990,0
550000,5,2450,0
512500,3,1900,0
360000,4,2640,0
369000,3,1340,0
825000,4,3220,0
255000,3,930,0
1.285e+006,4,3240,0
270000,5,2630,0
480680,3,1730,0
525000,4,2120,0
291500,3,880,0
305000,4,1800,0
285000,3,1600,0
1.875e+006,3,3280,1
329500,5,3290,0
1.57e+006,4,2890,1
379260,3,1730,0
356000,3,1590,0
571900,4,1710,0
271500,3,1995,0
390000,3,1300,0
550000,3,2720,0
755000,2,1360,0
509500,2,1590,0
486700,2,1200,0
527500,2,1170,0
475000,5,2010,0
268000,3,1880,0
562000,3,3250,0
780000,4,2270,0
700000,9,3680,0
710000,3,1880,0
445000,3,1050,0
729000,3,2250,0
384400,3,1689,0
815000,6,2860,0
865000,4,2710,0
514000,3,1770,0
615000,4,2820,0
865000,4,3400,0
755000,4,3110,0
425000,4,1480,0
375000,2,940,0
750000,4,2680,0
722000,4,3190,0
1.011e+006,3,1920,0
725000,3,2610,0
170000,3,1040,0
845000,4,2880,0
271900,3,1450,0
1.3e+006,6,3902,0
261500,4,2460,0
619500,3,2170,0
435000,5,1970,0
210000,3,1000,0
489950,3,1580,0
260000,4,2130,0
300000,4,1370,0
530000,4,2150,0
235000,3,1370,0
593500,3,1370,0
562000,3,3290,0
585000,3,3190,0
2.4e+006,4,4140,0
199500,3,1690,0
544500,5,1690,0
394900,3,1430,0
912000,4,1980,0
260000,3,1490,0
858000,5,3620,0
1.275e+006,4,2720,0
242150,4,1490,0
220000,3,1230,0
235000,3,1900,0
370000,3,1530,0
450000,3,2290,0
534950,5,2240,0
730000,4,3470,0
465000,4,3050,0
178000,3,1100,0
215000,3,1610,0
300000,3,1910,0
430000,3,1510,0
183000,3,1280,0
585000,3,1910,0
192950,3,1170,0
599000,2,1550,0
326500,3,1060,0
358803,2,1040,0
537000,3,1550,0
1.155e+006,3,2490,1
156000,2,920,0
219000,3,1250,0
1.19e+006,3,2540,0
248000,5,2190,0
340000,3,1340,0
899100,5,2410,0
346950,3,1830,0
330000,3,1850,0
325000,3,1410,0
315000,3,1460,0
649950,3,1500,0
316000,3,1130,0
386000,2,1620,0
535000,2,2330,0
600000,3,1520,0
339000,4,2840,0
167000,3,1520,0
430000,3,1740,0
688000,4,4000,0
834500,3,2780,0
1.075e+006,4,3500,0
250000,3,1060,0
402500,3,1290,0
432500,3,2390,0
485000,5,2460,0
560000,4,2930,0
410000,4,2200,0
455000,3,1870,0
459500,4,2060,0
371000,4,1610,0
289500,3,2120,0
395000,3,1450,0
496752,2,1980,0
227000,2,860,0
330000,3,1460,0
480000,5,2590,0
290000,2,1120,0
281000,3,1340,0
705000,4,1780,0
1.4e+006,4,2920,0
485000,4,2820,0
622000,3,1550,0
380000,3,1600,0
2.125e+006,4,3190,0
561500,3,1960,0
242000,3,970,0
348500,3,1360,0
370000,3,1360,0
752000,6,3810,0
230000,3,1340,0
715000,3,1990,0
240415,3,1120,0
562000,4,2060,0
360000,3,1170,0
659950,3,1610,0
458500,3,1890,0
259950,2,1070,0
366000,3,1680,0
978000,4,2890,0
525000,2,1360,0
926300,3,1660,0
750000,2,1620,0
660000,2,960,0
305000,4,1000,0
800000,2,2395,0
600000,4,3050,0
435000,2,1120,0
1.135e+006,4,2960,0
318000,3,1250,0
639000,4,1940,0
453000,3,1750,0
800000,4,2150,0
437000,2,1500,0
1.15e+006,3,3230,1
490000,4,3000,0
499950,4,1520,0
160134,3,1190,0
191000,3,990,0
221000,3,1250,0
352800,4,2080,0
350000,3,1640,0
458000,4,1550,0
359950,3,1290,0
1.05e+006,3,3250,0
353000,3,1260,0
717550,3,2840,0
450000,3,1960,0
167500,3,760,0
550000,3,2240,0
939000,4,2240,0
700000,3,1820,0
480000,4,3370,0
501000,3,1160,0
580000,3,1640,0
527550,1,820,0
399000,4,2800,0
240000,3,1780,0
353000,4,2200,0
335000,4,1480,0
475000,3,2010,0
660000,3,2880,0
551000,3,940,0
249950,4,1620,0
1.15e+006,4,4400,0
575000,3,1530,0
1.08889e+006,4,3460,0
515000,4,2890,0
235000,3,1980,0
796000,3,1980,0
450000,2,1450,0
2.05e+006,4,4280,0
270000,4,1810,0
1.705e+006,3,2490,1
565000,3,1610,0
680000,1,1820,0
5.57e+006,5,9200,0
864500,4,3520,0
1.15e+006,4,3740,0
335000,3,2150,0
911000,4,3526,0
425000,2,1070,0
299950,3,1410,0
864000,4,3190,0
425000,2,1270,0
374950,4,1970,0
247000,3,1640,0
475000,3,1600,0
275000,3,3020,0
355000,2,1350,0
285000,4,1870,0
1.33875e+006,3,2730,1
325000,2,1100,0
1.67e+006,5,4320,0
402000,3,2700,0
1.1e+006,3,3700,0
375000,4,2190,0
396000,5,2840,0
320000,4,2610,0
610000,3,2630,0
249950,3,1090,0
675000,4,3090,0
448000,2,1670,0
819000,3,1300,0
1.25e+006,3,3670,0
225000,4,1700,0
790000,2,2560,0
685000,4,2770,0
812000,3,3240,0
705000,2,2300,0
360000,4,2483,0
344000,1,760,0
825000,4,2040,0
476500,3,1200,0
379500,2,960,0
620000,3,2410,0
477590,3,2260,0
490000,3,1910,0
470000,3,1500,0
500000,3,1360,0
370000,3,1320,0
790000,2,1940,0
725000,4,2650,0
840000,4,3040,0
390000,3,1240,0
507000,3,2210,0
263500,3,1540,0
369000,3,1320,0
500000,3,3040,0
570000,2,910,0
284000,4,2040,0
415000,2,980,0
197500,3,980,0
925000,4,4420,0
468000,3,1570,0
355000,3,1600,0
639000,4,1830,0
720000,3,2820,0
381000,3,1800,0
1.05e+006,3,4380,0
670000,3,2980,0
400000,3,1690,0
910000,4,4040,0
294000,3,1250,0
315001,3,1500,0
360000,3,1630,0
520000,3,1410,0
474000,3,1140,0
702000,4,3280,0
728000,4,3490,0
308000,4,2020,0
2000000,5,4580,1
340000,3,2270,0
306500,2,1310,0
716000,3,1420,0
950000,4,2980,0
673200,5,4180,0
564500,4,1950,0
393000,4,1790,0
425000,5,1400,0
150000,3,1320,0
327000,4,1620,0
444900,4,3120,0
305000,4,2100,0
469000,3,1370,0
525000,3,1520,0
330000,3,2410,0
618000,4,1260,0
295500,4,2830,0
567035,3,2064,0
518000,4,2640,0
303000,2,1020,0
300000,4,2200,0
413107,3,1420,0
400000,3,1350,0
535000,3,1290,0
555000,4,1680,0
312000,3,2280,0
785200,3,1840,0
749000,4,2040,0
285000,3,1490,0
425000,4,2440,0
360000,3,1930,0
260000,3,1200,0
369000,3,1550,0
275000,4,2180,0
407000,3,1430,0
575000,2,1230,0
1.236e+006,3,1670,0
875000,2,2720,0
320000,4,2220,0
810000,3,1520,0
274000,3,1590,0
239900,4,1480,0
450000,4,1860,0
263400,4,1360,0
265000,3,1360,0
418000,4,2360,0
390000,3,2360,0
430000,3,1860,0
1.4425e+006,3,2630,0
297000,2,1280,0
650000,4,2330,0
195000,2,720,0
554000,3,3380,0
550000,3,3650,0
700000,3,1640,0
300000,4,1730,0
315000,2,1030,0
603000,3,1790,0
530000,2,840,0
397500,3,1300,0
221000,3,1240,0
466000,4,2170,0
197500,3,1330,0
280000,3,1390,0
412000,2,1240,0
454000,2,880,0
540000,4,2540,0
250000,5,2520,0
900000,5,2510,0
245000,5,2020,0
290000,3,2060,0
160000,2,930,0
1.26e+006,2,2700,0
325000,2,1060,0
185000,2,670,0
477000,3,1750,0
100000,2,930,0
345000,4,2420,0
530000,4,2410,0
203000,3,1150,0
599000,4,2480,0
370000,4,1310,0
140000,3,1240,0
500000,3,1150,0
527200,3,1460,0
549900,5,3060,0
760000,4,3520,0
319000,2,960,0
362300,3,2430,0
421000,3,1930,0
690000,3,1090,0
640000,3,2790,0
238000,4,1650,0
789000,3,3740,0
1.05e+006,6,5310,0
302500,3,1690,0
259950,4,1400,0
456000,3,1440,0
369950,3,1360,0
363750,3,1726,0
585000,3,2220,0
268000,3,1850,0
1.2e+006,5,2860,0
345000,3,1120,0
539000,4,2340,0
851000,5,3760,0
900000,3,1920,0
850000,3,3230,0
390000,3,1260,0
345000,3,1540,0
534500,3,1700,0
643500,6,3600,0
1.2065e+006,3,3150,0
495000,2,1280,0
535000,2,980,0
435000,4,2190,0
305000,4,2470,0
799000,4,2590,0
700000,4,2580,0
467000,3,1270,0
263000,3,1250,0
760000,4,4660,0
293000,4,2019,0
245000,3,1490,0
181000,2,1560,0
240000,3,1030,0
880000,4,2560,0
285000,3,1460,0
407500,2,770,0
325000,4,1960,0
405000,3,1900,0
291700,3,1970,0
370000,3,2490,0
270000,3,1430,0
800000,4,2680,0
626500,3,1610,0
1.13e+006,4,4300,0
399950,4,3200,0
419000,3,2140,0
1.16e+006,4,4240,0
1.405e+006,4,3410,0
710000,4,2090,0
650000,3,1410,0
369900,4,2820,0
641000,4,2770,0
403000,3,1400,0
1.015e+006,3,3620,0
865000,4,2260,0
2.485e+006,4,3440,1
810000,4,2150,0
316750,3,1256,0
652500,4,2220,0
360000,6,2850,0
208000,2,700,0
898000,4,3700,0
295000,4,1400,0
652500,4,3130,0
560000,4,2170,0
280000,3,1020,0
289950,3,1760,0
397500,3,1860,0
380000,2,1140,0
415900,3,1670,0
475000,2,1710,0
125000,1,500,0
238000,3,1470,0
296000,4,1370,0
475000,6,3470,0
390000,3,1650,0
425000,3,1180,0
725000,6,3110,0
605000,3,2080,0
302000,3,1600,0
886000,3,2380,0
540000,4,1630,0
435000,4,1910,0
409000,4,3140,0
405000,3,1250,0
560200,3,1990,0
324000,4,2110,0
390000,4,2490,0
414000,2,800,0
441500,3,2360,0
375000,3,1770,0
668500,4,2710,0
540000,5,1940,0
1.035e+006,4,3450,0
1.345e+006,4,3440,0
758000,4,2410,0
949880,4,2290,0
570000,3,1030,0
736000,4,2290,0
670000,3,1490,0
1.13e+006,4,2370,0
650000,4,1930,0
690000,2,1600,0
610000,4,2240,0
413500,2,770,0
765000,3,2300,0
828200,4,3400,0
205000,2,900,0
465000,3,1450,0
556000,4,2240,0
540000,4,1780,0
423000,4,2320,0
375000,3,1590,0
173250,3,990,0
599900,3,2605,0
646000,5,2870,0
1.075e+006,5,5180,0
558000,4,2180,0
354000,2,850,0
1.195e+006,4,4050,0
670000,4,2250,0
1.125e+006,6,3100,0
267500,2,1747,0
299800,4,2410,0
430000,4,2070,0
775000,5,1860,0
333000,3,950,0
336000,3,1060,0
323000,2,880,0
575000,4,2550,0
328000,2,1550,0
572500,3,1590,0
600000,3,1650,0
412000,4,2430,0
827500,3,1810,0
300000,4,2890,0
415000,3,1280,0
750000,7,3410,0
800000,3,2220,0
420000,3,1060,0
266000,3,1120,0
499000,4,2680,0
440000,4,1770,0
495000,3,2950,0
630000,2,1260,0
424000,3,1430,0
760000,4,2730,0
650000,4,3270,0
248500,4,1720,0
379600,3,1270,0
538000,4,3260,0
530000,4,2050,0
545000,4,2050,0
925000,4,3580,0
565000,4,1960,0
405100,2,840,0
502000,3,1300,0
425000,3,1260,0
233500,3,1650,0
287000,3,1710,0
190000,3,1180,0
666000,3,2780,0
330000,2,950,0
1.49e+006,5,3620,0
393000,3,2140,0
353000,4,1920,0
260000,2,750,0
680000,3,2060,0
921000,3,2380,0
319000,2,750,0
280000,3,1160,0
220000,3,1050,0
219000,3,1740,0
528000,4,2050,0
405000,3,1980,0
372977,3,1690,0
934550,4,2320,0
1.465e+006,3,2480,0
975000,4,2290,0
800866,5,3180,0
950000,7,3470,0
624000,4,1540,0
1.85e+006,5,2800,1
310000,3,1050,0
315000,3,1480,0
675000,3,1010,0
490000,3,1660,0
600000,5,2760,0
154000,2,1040,0
480000,4,2220,0
196900,3,1270,0
735000,3,2960,0
205500,3,1330,0
357186,2,1210,0
275000,4,2120,0
248500,3,2090,0
350000,3,2680,0
390000,4,1790,0
390000,3,1950,0
660000,5,3740,0
310000,3,1140,0
717000,3,2480,0
260000,5,2580,0
745000,3,2290,0
470000,4,2320,0
429000,3,2530,0
220000,4,1400,0
497000,3,2060,0
716100,3,1640,0
371000,4,1960,0
379000,5,3000,0
937500,3,1320,0
720000,4,1760,0
616000,3,2130,0
259000,3,1390,0
538000,3,1400,0
605000,3,3230,0
369950,3,1110,0
310000,3,1670,0
227500,3,1540,0
274000,4,2090,0
410000,3,1410,0
354800,3,1370,0
650000,4,1910,0
353000,3,1678,0
224975,3,960,0
600000,2,2080,0
437500,3,1790,0
567000,3,2540,0
225000,5,1790,0
255000,2,940,0
2.479e+006,5,6810,0
370000,2,900,0
675000,4,1900,0
285000,3,1440,0
310000,3,2070,0
475000,4,2240,0
410000,4,3320,0
895000,4,1950,0
375000,3,1240,0
349000,4,1830,0
650500,3,1740,0
760000,3,1410,0
480000,4,2050,0
689000,4,3220,0
415000,3,1960,0
195000,3,1070,0
318000,5,2820,0
404000,4,4060,0
339950,2,800,0
215000,3,1260,0
339900,3,2420,0
285000,1,810,0
550000,3,1600,0
430000,4,1350,0
219000,3,970,0
555000,2,1780,0
233000,3,1350,0
248000,3,1840,0
454000,5,2550,0
950000,4,1700,0
359000,3,2430,0
407500,5,2740,0
224000,3,1560,0
210000,2,1040,0
261000,4,1820,0
719000,3,1833,0
440000,3,2160,0
525000,3,2100,0
375000,3,1370,0
428000,2,1414,0
988830,5,4115,0
199950,3,1550,0
840000,4,2100,0
285000,3,1160,0
330000,5,3597,0
147500,3,1230,0
320000,4,2190,0
382500,3,1040,0
2.048e+006,5,4690,0
596000,4,2270,0
220000,4,1950,0
325000,3,1880,0
679950,4,2850,0
175000,2,1160,0
268000,3,1370,0
715000,4,3260,0
600000,7,3170,0
228000,0,390,0
950000,5,3450,0
475000,2,1490,0
700000,3,1460,0
275000,3,1300,0
369500,3,1300,0
215000,4,1540,0
593450,4,2130,0
498800,2,1350,0
849000,5,2450,0
1.15125e+006,4,1940,0
825000,5,2890,0
265000,3,1680,0
285000,4,1960,0
240000,3,1590,0
261000,4,1390,0
330000,4,2440,0
250000,4,1850,0
350000,4,2800,0
930000,3,3780,0
275000,3,1910,0
325000,4,2460,0
255000,1,810,0
562200,3,1900,0
952000,2,3490,0
365000,3,2200,0
332900,3,1190,0
721000,3,2040,0
487275,4,2400,0
310000,3,1670,0
245000,2,990,0
325000,3,2920,0
550000,3,1840,0
350000,2,910,0
599000,5,2950,0
259950,3,1240,0
240000,4,1980,0
186000,3,1200,0
395000,3,1280,0
475000,4,3150,0
815000,5,3500,0
572000,3,1680,0
419500,3,1360,0
298700,3,2110,0
549000,2,2034,1
278000,3,1900,0
455000,4,2380,0
925000,5,4050,0
465000,2,1120,0
620000,4,2850,0
499900,4,2360,0
620000,5,2540,0
450000,3,1160,0
690000,4,2710,0
1.895e+006,5,3120,0
1.94e+006,5,3120,0
832500,3,1870,0
245000,3,1010,0
820000,3,2980,0
369000,4,2420,0
1.05e+006,4,3830,0
653000,3,3040,0
220650,2,1460,0
300000,5,1940,0
970000,4,3780,0
360000,4,1950,0
672500,3,2450,0
268000,4,1730,0
440000,4,1690,0
1.4e+006,3,2550,0
590000,4,2290,0
359000,4,2710,0
266500,4,1880,0
635000,4,2930,0
559000,3,3110,0
895000,4,3480,0
625000,2,1110,0
650000,4,2440,0
312500,4,2280,0
225000,3,900,0
425000,4,1980,0
329999,3,3360,0
572000,5,2340,0
386500,4,3110,0
452000,2,980,0
278000,4,1480,0
474900,3,1800,0
450000,2,2130,0
611000,2,1270,0
214100,2,1150,0
317000,3,1840,0
1000000,4,3180,0
1000000,5,1510,0
525000,4,3070,0
436000,3,1800,0
450000,3,1540,0
588500,3,2330,0
340000,4,1400,0
482000,4,2846,0
1.575e+006,4,5830,0
749000,3,3380,0
330000,3,1440,0
568000,3,1740,0
239000,3,1470,0
528000,3,2810,0
385000,4,2090,0
825000,4,4110,0
815000,5,3230,0
625000,4,2601,0
690000,3,2070,0
210000,3,1660,0
599000,4,1590,0
860000,3,1860,0
147200,3,1420,0
476900,3,1240,0
450000,4,2500,0
570000,4,2640,0
567500,3,1440,0
790000,5,3030,0
875000,3,1820,0
490000,3,2220,0
335000,3,2430,0
550000,3,1670,0
385000,3,1180,0
395000,3,1620,0
650000,2,1030,0
637000,4,2900,0
692500,3,3420,0
322400,3,1710,0
233500,3,1580,0
400000,3,1230,0
547000,5,2200,0
519000,5,2570,0
1.025e+006,4,3320,0
365000,3,1090,0
699000,5,2970,0
525000,3,1970,0
430000,4,3220,0
325000,3,1600,0
279000,2,670,0
805000,4,2360,0
419950,3,2150,0
425000,2,620,0
446000,4,1730,0
455000,5,2500,0
226550,3,990,0
764000,3,1420,0
439950,3,2170,0
453000,4,1880,0
219950,3,1300,0
702500,3,2360,0
285000,3,1780,0
798750,2,2160,0
320000,2,950,0
425000,3,1680,0
540000,4,2290,0
1.06e+006,4,4140,0
1.165e+006,4,3920,0
576000,3,1500,0
525000,3,1720,0
324950,4,2641,0
600000,3,4930,0
464000,3,2460,0
266000,4,1995,0
775000,3,3010,0
415000,3,1270,0
550000,4,3080,0
235000,3,1670,0
280000,3,1470,0
459000,3,1730,0
195000,3,1070,0
235000,3,1660,0
711800,4,2410,0
440000,3,1040,0
515000,2,970,0
1.2e+006,5,2910,0
560000,3,2340,0
340000,3,1880,0
600000,2,1110,0
764000,4,2790,0
337000,4,1590,0
1.385e+006,6,5700,0
249000,4,1200,0
350000,3,3200,0
269950,3,1510,0
735000,3,1880,0
1.295e+006,4,3070,0
475000,4,2110,0
339000,3,2350,0
600000,4,3270,0
397500,4,2220,0
1.525e+006,4,5990,0
460000,3,1760,0
370000,4,2200,0
250000,4,1550,0
1.1e+006,4,5070,0
430000,2,1040,0
1.085e+006,3,2560,0
670000,3,1850,0
461550,3,2090,0
479990,3,2010,0
643000,4,2518,0
607000,3,2810,0
625000,3,2600,0
731100,3,2060,0
859000,3,2920,0
435000,4,2130,0
465000,3,2290,0
740000,3,1230,0
740000,3,2020,0
250000,3,1430,0
656000,2,2270,0
300000,4,1910,0
643000,3,1780,0
311000,4,2690,0
360000,3,1330,0
475000,4,3060,0
469950,3,1760,0
240000,3,1570,0
232000,2,960,0
350000,3,1680,0
803000,2,1440,0
355000,3,1960,0
475000,4,1790,0
823000,3,2560,0
395000,2,1010,0
499000,4,2560,0
420000,2,1200,0
961500,3,3910,0
833000,4,2260,0
479000,3,2110,0
1.15e+006,4,3340,0
267000,3,1400,0
555000,4,1760,0
490000,3,2010,0
619000,4,2300,0
569950,5,2510,0
549000,3,1340,0
422500,3,1560,0
400000,4,3350,0
692500,4,3710,0
310000,4,2430,0
499900,3,2430,0
492000,3,2100,0
460000,2,1880,0
800000,3,1630,0
832600,4,1640,0
470000,4,2310,0
542000,2,1930,0
1.3095e+006,4,4750,0
308130,4,2300,0
310000,2,1050,0
235000,2,1500,0
215000,3,1150,0
210000,4,1920,0
730000,4,3660,0
245000,3,1720,0
540000,3,2100,0
299000,4,2400,0
510000,3,2540,0
198000,4,2080,0
950000,5,3400,0
300000,4,2200,0
528000,5,2140,0
507000,5,3850,0
770000,4,4270,0
255000,3,1340,0
220000,1,1100,0
690700,5,2870,0
447000,2,1320,0
755000,6,2150,0
700000,4,2470,0
250000,4,1910,0
